序號,標章機關名稱,網站名稱,網址,標章等級,檢測日期,標章狀態,大分類,分類
6324,民間團體,台灣大哥大-友善專區,https://events.taiwanmobile.com,A,2026/1/30,啟用,一般企業,電信公司
6335,民間團體,財團法人台灣網路資訊中心 台灣ISP年鑑,https://ispyearbook.twnic.tw/,AA,2026/2/3,啟用,財團法人/公協會,政府捐助/委辦法人機構
6339,民間團體,工業技術研究院機械工業網站,https://www.automan.tw/,AA,2026/2/2,啟用,財團法人/公協會,政府捐助/委辦法人機構
6357,民間團體,長庚學校財團法人長庚科技大學護理學院,https://nursing.cgust.edu.tw,AA,2026/1/23,啟用,教育機構,大學/技專校院
6404,民間團體,偉瑟科技股份有限公司人本交通主題網,http://safety.fanseo.com/,AA,2026/2/12,啟用,一般企業,科技/資訊公司
6416,民間團體,臺北市信義運動中心暨永春活力館,https://xysc.teamxports.com/,A,2026/2/10,啟用,生活休閒場館,運動中心/場館
6417,民間團體,合作金庫人壽金融友善服務專區,https://accessibility.tcb-life.com.tw,AAA,2026/2/5,啟用,金融服務業,保險/金融友善服務
6454,民間團體,長庚學校財團法人長庚科技大學高齡暨健康照護管理系,https://gd.cgust.edu.tw,AA,2026/3/5,啟用,教育機構,大學/技專校院
6461,民間團體,元大人壽金融友善服務專區,https://www.yuantalife.com.tw/accessible/,AAA,2026/2/13,啟用,金融服務業,保險/金融友善服務
6488,民間團體,長庚學校財團法人長庚科技大學保健營養系,https://nu.cgust.edu.tw,AA,2026/3/20,啟用,教育機構,大學/技專校院
6494,民間團體,凱基證券金融友善服務專區,https://event.kgi.com.tw/Accessibility,AA,2026/2/26,啟用,金融服務業,銀行/證券/期貨/投信
6500,民間團體,長庚學校財團法人長庚科技大學人事室,https://personnel.cgust.edu.tw,AA,2026/2/26,啟用,教育機構,大學/技專校院
6507,民間團體,新北市板橋國民運動中心,https://www.bqsports.com.tw/,A,2026/2/24,啟用,生活休閒場館,運動中心/場館
6510,民間團體,長庚學校財團法人長庚科技大學嘉義分部護理系,https://cyns.cgust.edu.tw,AA,2026/3/20,啟用,教育機構,大學/技專校院
6538,民間團體,中國信託 友善金融服務專區,https://accessibility.ctbcbank.com/frontend-accessible-portal,AAA,2026/3/31,啟用,金融服務業,銀行/證券/期貨/投信
6568,民間團體,長庚學校財團法人長庚科技大學原住民族學生資源中心,https://aborigine.cgust.edu.tw,AA,2026/3/18,啟用,教育機構,大學/技專校院
6599,民間團體,第一金證券金融友善服務專區,https://friendly.firstsec.com.tw/,AA,2026/3/26,啟用,金融服務業,銀行/證券/期貨/投信
6608,民間團體,長庚學校財團法人長庚科技大學臨床技能中心,https://ccc.cgust.edu.tw,AA,2026/3/18,啟用,教育機構,大學/技專校院
6658,民間團體,台南市善化區小新國小校網,https://www.ssees.tn.edu.tw/,AA,2026/3/24,啟用,教育機構,中小學/高中/幼兒園(私立)
6686,民間團體,中華民國法官協會,https://www.jaroc.org.tw/,AA,2026/3/31,啟用,財團法人/公協會,財團法人/基金會/公協會
6693,民間團體,LINE Bank友善網路銀行,https://accessibility.linebank.com.tw/,AA,2026/3/26,啟用,金融服務業,銀行/證券/期貨/投信
